observed_at,hours_to_lock,formation,index_total,player,pos,slot,start_pct,start_source,status,assumed,value,score,picked,ppm,fix,opp,home,cur_pj,flat,fix_basis,elo_gap,ff_id,score_h3,pj
2026-09-18T0820Z,10.7,5-4-1,48.66,Yeremay Hernandez,delantero,DEL,50,read,ok,1,26335338,1.803,0,4.286,0.967,Real Betis,1,2,1.864,attack_defense,,13974,6.139,1.7
2026-09-18T0820Z,10.7,5-4-1,48.66,David Mella,mediocampista,MED,30,read,ok,1,1778211,0.620,0,3.050,0.967,Real Betis,1,1,0.641,attack_defense,,13975,3.001,0.5
2026-09-18T0820Z,10.7,5-4-1,48.66,Carlos Lopez,portero,POR,10,read,ok,1,415057,0.881,0,6.227,1.415,Getafe,0,0,0.623,attack_defense,,13978,2.127,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Diego Murillo,defensa,DEF,0,read,injured,1,852154,0.000,0,4.143,1.415,Getafe,0,0,0.000,attack_defense,,13979,0.000,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Carlos Puga,defensa,DEF,50,read,ok,1,3564497,2.837,0,4.017,1.415,Getafe,0,3,2.005,attack_defense,,13982,7.376,3.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Izan Merino,mediocampista,MED,50,read,ok,1,3697900,1.847,0,3.919,0.827,Getafe,0,4,2.233,attack_defense,,13983,6.829,4.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Aaron Ochoa,mediocampista,MED,0,read,injured,1,3513040,0.000,0,4.118,0.827,Getafe,0,0,0.000,attack_defense,,13984,0.000,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Jozhua Vertrouwd,defensa,DEF,0,read,doubt,0,648255,0.204,0,3.092,1.082,Osasuna,0,1,0.189,attack_defense,,14004,3.726,10.3
2026-09-18T0820Z,10.7,5-4-1,48.66,Mikel Santos,portero,POR,,absent,ok,1,702606,1.670,0,6.227,1.280,Alaves,1,0,1.305,attack_defense,,14016,4.281,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Peio Canales,mediocampista,MED,0,read,doubt,1,6610840,0.367,0,3.494,1.011,Alaves,1,2,0.363,attack_defense,,14017,4.947,2.3
2026-09-18T0820Z,10.7,5-4-1,48.66,Alexis Ciria,delantero,DEL,,absent,ok,1,599013,0.673,0,4.354,0.737,Atletico Madrid,0,0,0.913,attack_defense,,14019,2.498,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Arkaitz Mariezkurrena,delantero,DEL,,absent,ok,0,677966,0.797,0,3.870,0.983,Valencia,0,0,0.811,attack_defense,,14020,2.420,1.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Job Ochieng,mediocampista,MED,50,read,ok,0,1228281,1.834,0,4.405,0.983,Valencia,0,2,1.867,attack_defense,,14021,6.147,3.9
2026-09-18T0820Z,10.7,5-4-1,48.66,Alassane Diatta,mediocampista,MED,0,read,ok,0,458149,0.000,0,4.105,1.268,Levante,1,0,0.000,attack_defense,,14022,0.000,1.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Javier Hernandez,mediocampista,MED,70,read,ok,1,16984433,4.754,0,4.821,1.281,Elche,1,5,3.712,attack_defense,,14024,11.709,5.2
2026-09-18T0820Z,10.7,5-4-1,48.66,Iker Cordoba,defensa,DEF,30,read,ok,1,979106,1.102,0,3.943,1.097,Real Sociedad,1,1,1.004,attack_defense,,14034,4.531,1.2
2026-09-18T0820Z,10.7,5-4-1,48.66,Joan Martinez,defensa,DEF,,absent,ok,1,702622,0.626,0,4.143,0.721,Atletico Madrid,0,0,0.868,attack_defense,,14036,2.363,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Facundo Garces,defensa,DEF,0,read,unavailable,0,472694,0.000,0,4.230,0.923,Athletic Club,0,0,0.000,attack_defense,,14045,0.000,10.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Chupete,delantero,DEL,60,read,ok,1,25140930,2.410,0,4.164,0.827,Getafe,0,5,2.915,attack_defense,,14096,8.311,5.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Pablo Garcia,defensa,DEF,,absent,ok,0,468964,1.148,0,4.175,0.968,Real Betis,1,2,1.186,attack_defense,,14097,5.455,17.3
2026-09-18T0820Z,10.7,5-4-1,48.66,Raul Jimenez,portero,POR,,absent,ok,1,1561503,1.432,0,6.227,1.097,Real Sociedad,1,0,1.305,attack_defense,,14100,4.043,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Jorge Salinas,defensa,DEF,90,read,ok,1,6978291,3.159,0,3.764,0.959,Celta Vigo,0,5,3.295,attack_defense,,14105,8.523,5.1
2026-09-18T0820Z,10.7,5-4-1,48.66,Matia Barzic,defensa,DEF,0,read,ok,1,524317,0.000,0,4.143,1.114,Espanyol,0,0,0.000,attack_defense,,14115,0.000,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Luiz Junior,portero,POR,30,read,ok,0,24952380,2.823,0,5.626,1.098,Levante,1,4,2.572,attack_defense,,14125,9.993,32.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Manu Gonzalez,portero,POR,0,read,ok,1,581691,0.000,0,6.227,0.918,Deportivo La Coruna,0,0,0.000,value,,14135,0.000,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Maguette Gueye,mediocampista,MED,50,read,ok,1,1833183,1.813,0,4.432,1.007,Celta Vigo,0,2,1.801,attack_defense,,14155,5.998,1.7
2026-09-18T0820Z,10.7,5-4-1,48.66,Andres Cespedes,portero,POR,,absent,ok,1,401498,1.847,0,6.227,1.415,Getafe,0,0,1.305,attack_defense,,14177,4.458,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Adam Aznou,defensa,DEF,30,read,doubt,1,1017279,0.879,0,4.143,1.415,Getafe,0,0,0.621,attack_defense,,14183,3.365,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Couhaib Driouech,delantero,DEL,30,read,ok,1,2682896,1.590,0,5.019,1.112,Racing Santander,1,1,1.430,value,,14199,6.749,0.7
2026-09-18T0820Z,10.7,5-4-1,48.66,Roy Revivo,defensa,DEF,70,read,ok,1,3538021,2.868,0,3.673,1.114,Espanyol,0,2,2.575,attack_defense,,14377,7.564,2.1
2026-09-18T0820Z,10.7,5-4-1,48.66,Aitor Crespo,defensa,DEF,,absent,ok,1,802979,0.833,0,4.143,0.959,Celta Vigo,0,0,0.868,attack_defense,,14766,2.569,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Ruben Gomez,portero,POR,,absent,ok,1,462193,1.433,0,6.227,1.098,Levante,1,0,1.305,attack_defense,,14812,4.044,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Jean Ives Valou,defensa,DEF,30,read,ok,1,470971,0.893,0,3.920,1.139,Malaga,1,0,0.784,value,,14816,3.980,0.2
2026-09-18T0820Z,10.7,5-4-1,48.66,Albert Niculaesei,defensa,DEF,,absent,ok,1,803099,0.967,0,4.143,1.114,Espanyol,0,0,0.868,attack_defense,,14832,2.704,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Samu Fernandez,defensa,DEF,,absent,ok,1,702633,0.589,0,2.900,0.968,Real Betis,1,0,0.608,attack_defense,,14869,1.804,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Kevin Sanchez,delantero,DEL,0,read,ok,1,555448,0.022,0,3.023,0.967,Real Betis,1,0,0.022,attack_defense,,14876,3.371,0.1
2026-09-18T0820Z,10.7,5-4-1,48.66,Alex Marchal,mediocampista,MED,10,read,ok,1,572229,0.491,0,3.883,0.983,Valencia,0,1,0.499,attack_defense,,14881,3.774,1.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Diego Aguado,defensa,DEF,,absent,ok,0,774109,0.590,0,3.905,0.721,Atletico Madrid,0,0,0.819,attack_defense,,14886,2.228,1.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Hugo de Llanos,mediocampista,MED,,absent,ok,1,1622168,0.636,0,4.118,0.737,Atletico Madrid,0,0,0.863,attack_defense,,14903,2.363,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Daniel Yañez,delantero,DEL,,absent,ok,0,702606,0.569,0,3.683,0.737,Atletico Madrid,0,0,0.772,attack_defense,,14904,2.113,2.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Jose Angel Lopez,defensa,DEF,,absent,ok,1,491190,0.939,0,4.143,1.082,Elche,1,0,0.868,attack_defense,,14928,2.676,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Youssef Enriquez,defensa,DEF,40,read,ok,0,955885,1.310,0,4.297,0.923,Athletic Club,0,1,1.419,attack_defense,,14935,5.203,26.4
2026-09-18T0820Z,10.7,5-4-1,48.66,Mario Solorzano,mediocampista,MED,,absent,ok,1,602234,0.869,0,4.118,1.007,Celta Vigo,0,0,0.863,attack_defense,,14962,2.595,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Nicolas Valentini,defensa,DEF,40,read,ok,1,633521,1.227,0,3.860,0.923,Athletic Club,0,2,1.330,attack_defense,,14979,4.835,1.6
2026-09-18T0820Z,10.7,5-4-1,48.66,Jones El-Abdellaoui,delantero,DEL,20,read,ok,0,819113,0.858,0,3.051,1.112,Racing Santander,1,2,0.772,value,,14980,3.961,23.7
2026-09-18T0820Z,10.7,5-4-1,48.66,Pablo Lopez,delantero,DEL,,absent,ok,1,441041,0.930,0,4.354,1.019,Real Sociedad,1,0,0.913,attack_defense,,15000,2.755,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Simon Eriksson,portero,POR,0,read,doubt,1,1228525,0.000,0,6.227,0.959,Celta Vigo,0,0,0.000,attack_defense,,15033,0.000,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Axel Tape,defensa,DEF,20,read,ok,1,1813825,0.591,0,4.143,0.713,Villarreal,0,0,0.829,attack_defense,,15089,2.248,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Angel Perez,delantero,DEL,80,read,ok,0,22522785,4.403,0,6.741,0.785,Athletic Club,0,5,5.607,attack_defense,,15127,14.192,21.2
2026-09-18T0820Z,10.7,5-4-1,48.66,Gregoire Swiderski,portero,POR,,absent,ok,1,471425,1.205,0,6.227,0.923,Athletic Club,0,0,1.305,attack_defense,,15133,3.816,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Pol Fortuny,mediocampista,MED,,absent,ok,1,602234,0.636,0,4.118,0.737,Atletico Madrid,0,0,0.863,attack_defense,,15135,2.363,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Zakaria Eddahchouri,delantero,DEL,30,read,ok,1,939717,0.941,0,4.243,0.967,Real Betis,1,1,0.973,attack_defense,,15164,4.415,0.8
2026-09-18T0820Z,10.7,5-4-1,48.66,Mario Rivas,defensa,DEF,,absent,ok,1,700000,0.626,0,4.143,0.721,Atletico Madrid,0,0,0.868,attack_defense,,15227,2.363,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Luken Beitia,defensa,DEF,20,read,ok,0,454649,1.014,0,3.131,1.169,Valencia,0,2,0.867,attack_defense,,15273,4.348,4.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Roger Hinojo,defensa,DEF,50,read,ok,1,4881804,2.613,0,3.581,1.082,Elche,1,5,2.416,attack_defense,,15316,7.915,5.4
2026-09-18T0820Z,10.7,5-4-1,48.66,Rafa Rodriguez,mediocampista,MED,30,read,ok,1,2483912,0.834,0,3.897,0.827,Getafe,0,1,1.009,attack_defense,,15336,4.364,1.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Yan Diomande,delantero,DEL,30,read,ok,1,48906390,1.533,0,5.650,0.737,Atletico Madrid,0,3,2.081,attack_defense,,15342,7.729,2.8
2026-09-18T0820Z,10.7,5-4-1,48.66,Rafa Garrido,defensa,DEF,70,read,ok,1,7560922,4.523,0,4.331,1.415,Getafe,0,5,3.196,attack_defense,,15344,10.495,4.7
2026-09-18T0820Z,10.7,5-4-1,48.66,Jonathan Asp Jensen,mediocampista,MED,30,read,ok,1,3846711,1.038,0,3.578,0.967,Real Betis,1,2,1.073,attack_defense,,15351,4.473,1.8
2026-09-18T0820Z,10.7,5-4-1,48.66,Alejandro Rego,defensa,DEF,10,read,ok,0,1939628,0.353,0,2.761,1.280,Alaves,1,0,0.276,attack_defense,,15409,0.905,29.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Angel Recio,defensa,DEF,70,read,ok,1,2159844,4.462,0,4.165,1.415,Getafe,0,5,3.153,attack_defense,,15417,10.364,5.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Salvi Esquivel,portero,POR,,absent,ok,1,523700,0.851,0,6.227,0.652,Real Madrid,1,0,1.305,attack_defense,,15422,3.462,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Lander Pinillos,mediocampista,MED,,absent,ok,0,501929,0.621,0,3.772,0.785,Athletic Club,0,0,0.791,attack_defense,,15423,2.202,1.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Federico Redondo,mediocampista,MED,70,read,ok,0,1268874,2.324,0,3.591,0.991,Espanyol,0,4,2.345,attack_defense,,15505,6.665,14.5
2026-09-18T0820Z,10.7,5-4-1,48.66,Obed Vargas,mediocampista,MED,0,read,ok,0,531799,0.000,0,3.597,0.682,Real Madrid,1,0,0.000,attack_defense,,15572,0.000,12.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Aissa Mandi,defensa,DEF,80,read,ok,1,12965167,2.603,0,4.165,0.713,Villarreal,0,5,3.652,attack_defense,,1566,8.959,5.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Nelson Deossa,mediocampista,MED,40,read,ok,0,3023637,1.921,0,5.735,0.918,Deportivo La Coruna,0,2,2.094,value,,15696,7.518,21.9
2026-09-18T0820Z,10.7,5-4-1,48.66,Facundo Bernal,mediocampista,MED,30,read,ok,1,14035181,1.844,0,4.966,0.918,Deportivo La Coruna,0,3,2.010,value,,15736,7.652,3.3
2026-09-18T0820Z,10.7,5-4-1,48.66,Aliou Dieng,mediocampista,MED,30,read,ok,1,2053579,1.468,0,4.069,1.019,Real Sociedad,1,3,1.440,attack_defense,,15928,5.812,2.6
2026-09-18T0820Z,10.7,5-4-1,48.66,Mamadou Sarr,defensa,DEF,50,read,ok,1,10120862,2.117,0,3.856,1.169,Valencia,0,2,1.810,attack_defense,,15944,6.328,1.6
2026-09-18T0820Z,10.7,5-4-1,48.66,Gabriel Moscardo,mediocampista,MED,40,read,ok,1,3607481,1.792,0,3.824,1.281,Elche,1,2,1.399,attack_defense,,15957,5.530,1.9
2026-09-18T0820Z,10.7,5-4-1,48.66,Jesus Fortea,defensa,DEF,,absent,ok,1,802099,0.626,0,4.143,0.721,Atletico Madrid,0,0,0.868,attack_defense,,15961,2.363,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Davinchi,defensa,DEF,30,read,ok,0,1402051,0.638,0,2.684,1.139,Malaga,1,1,0.560,value,,16004,2.724,14.5
2026-09-18T0820Z,10.7,5-4-1,48.66,Antonio Martinez Bastida,mediocampista,MED,,absent,ok,1,602324,0.855,0,4.118,0.991,Espanyol,0,0,0.863,attack_defense,,16014,2.582,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Alejandro Panach,defensa,DEF,,absent,ok,1,492294,0.953,0,4.143,1.097,Real Sociedad,1,0,0.868,attack_defense,,16017,2.690,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Aimar Blazquez,delantero,DEL,,absent,ok,1,581656,0.930,0,4.354,1.019,Real Sociedad,1,0,0.913,attack_defense,,16018,2.755,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Nacho Perez,defensa,DEF,70,read,ok,0,2250597,2.098,0,4.322,0.713,Villarreal,0,3,2.944,attack_defense,,16020,7.535,6.3
2026-09-18T0820Z,10.7,5-4-1,48.66,Lucas Noubi,defensa,DEF,70,read,ok,1,15780393,2.436,0,3.323,0.968,Real Betis,1,5,2.516,attack_defense,,16099,7.145,5.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Samu Becerra,mediocampista,MED,,absent,ok,0,557302,0.737,0,3.450,1.019,Osasuna,0,0,0.723,attack_defense,,16146,2.183,3.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Ivan Alonso,delantero,DEL,,absent,ok,1,461066,0.930,0,4.354,1.019,Osasuna,0,0,0.913,attack_defense,,16147,2.755,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Moha Hamdoune,mediocampista,MED,,absent,ok,1,800000,0.983,0,4.118,1.139,Malaga,1,0,0.863,value,,16149,2.709,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Theo Folgado,portero,POR,,absent,ok,1,702606,1.526,0,6.227,1.169,Valencia,0,0,1.305,attack_defense,,16155,4.137,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Oscar Marcos,mediocampista,MED,,absent,ok,1,602257,0.960,0,4.118,1.112,Racing Santander,1,0,0.863,value,,16156,2.687,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Mauro Echegoyen,mediocampista,MED,,absent,ok,1,477739,0.850,0,4.118,0.985,Rayo Vallecano,1,0,0.863,attack_defense,,16158,2.577,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Juan Hernandez,mediocampista,MED,,absent,ok,1,581760,0.905,0,4.118,1.048,Sevilla,0,0,0.863,attack_defense,,16171,2.632,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Mikel Rodriguez,mediocampista,MED,0,read,injured,1,1995560,0.000,0,5.179,0.785,Athletic Club,0,2,0.000,attack_defense,,16186,6.181,1.6
2026-09-18T0820Z,10.7,5-4-1,48.66,Edu Altozano,mediocampista,MED,,absent,ok,1,470971,0.700,0,4.118,0.811,Barcelona,1,0,0.863,attack_defense,,16198,2.427,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Mahamoud Barry,mediocampista,MED,,absent,ok,1,602292,1.095,0,4.118,1.268,Levante,1,0,0.863,attack_defense,,16201,2.821,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Tyrhys Dolan,delantero,DEL,50,read,ok,0,15729487,3.673,0,4.705,1.281,Elche,1,5,2.868,attack_defense,,16202,10.027,40.5
2026-09-18T0820Z,10.7,5-4-1,48.66,Valentin Gomez,defensa,DEF,20,read,ok,0,1601408,0.991,0,5.818,0.918,Deportivo La Coruna,0,1,1.081,value,,16203,5.912,29.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Johaneko Louis-Jean,defensa,DEF,20,read,ok,1,1214512,1.284,0,4.702,1.280,Alaves,1,1,1.004,attack_defense,,16229,5.522,1.4
2026-09-18T0820Z,10.7,5-4-1,48.66,Miguel Sierra,delantero,DEL,70,read,ok,0,5731769,2.695,0,4.554,0.811,Barcelona,1,5,3.321,attack_defense,,16236,8.895,8.6
2026-09-18T0820Z,10.7,5-4-1,48.66,Thiago Pitarch,mediocampista,MED,0,read,ok,0,5275277,0.000,0,4.108,0.737,Atletico Madrid,0,0,0.000,attack_defense,,16237,0.000,10.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Lander Astiazaran,mediocampista,MED,,absent,ok,0,602257,0.767,0,3.661,1.000,,,0,0.767,none,,16247,2.302,1.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Sergio Martinez,mediocampista,MED,,absent,ok,1,1390736,0.875,0,4.856,0.737,Atletico Madrid,0,1,1.187,attack_defense,,16262,5.873,1.3
2026-09-18T0820Z,10.7,5-4-1,48.66,Dani Lorenzo,mediocampista,MED,70,read,ok,1,11140000,2.554,0,4.872,0.827,Getafe,0,3,3.089,attack_defense,,16286,8.260,3.3
2026-09-18T0820Z,10.7,5-4-1,48.66,Ivan Corralejo,mediocampista,MED,,absent,ok,0,602248,0.725,0,3.772,0.918,Deportivo La Coruna,0,0,0.791,value,,16287,2.307,1.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Clemens Riedel,defensa,DEF,60,read,ok,0,5792665,3.049,0,4.601,1.082,Elche,1,4,2.819,attack_defense,,16308,8.765,23.8
2026-09-18T0820Z,10.7,5-4-1,48.66,Marcos Navarro,defensa,DEF,,absent,ok,1,501909,0.953,0,4.143,1.097,Real Sociedad,1,0,0.868,attack_defense,,16317,2.690,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Adrian Perez,delantero,DEL,,absent,ok,1,602257,0.922,0,4.354,1.011,Alaves,1,0,0.913,attack_defense,,16349,2.748,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Iker Monreal,defensa,DEF,,absent,ok,1,574046,1.111,0,4.143,1.280,Alaves,1,0,0.868,attack_defense,,16350,2.848,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Laro Gomez,portero,POR,5,read,ok,1,602234,0.298,0,6.227,0.959,Celta Vigo,0,0,0.311,attack_defense,,16359,0.921,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Eder Aller,portero,POR,,absent,ok,1,702705,1.418,0,6.227,1.086,Sevilla,0,0,1.305,attack_defense,,16723,4.029,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Javi Navarro,portero,POR,,absent,ok,1,702622,0.942,0,6.227,0.721,Atletico Madrid,0,0,1.305,attack_defense,,16735,3.552,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Carlos Ballestero,defensa,DEF,,absent,ok,0,602316,0.734,0,3.794,0.923,Athletic Club,0,0,0.795,attack_defense,,16758,2.325,1.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Pedro Felipe,defensa,DEF,10,read,doubt,1,1062746,0.220,0,3.421,0.959,Celta Vigo,0,1,0.230,attack_defense,,16760,3.488,0.8
2026-09-18T0820Z,10.7,5-4-1,48.66,Hugo Rios,portero,POR,,absent,ok,1,903386,0.885,0,4.359,0.968,Real Betis,1,0,0.914,attack_defense,,16763,2.712,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Quique Teijo,defensa,DEF,,absent,ok,1,602257,0.589,0,2.900,0.968,Real Betis,1,0,0.608,attack_defense,,16764,1.804,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Xavi Espart,defensa,DEF,70,read,ok,0,33390146,4.698,0,5.780,1.086,Sevilla,0,5,4.326,attack_defense,,16765,12.788,8.9
2026-09-18T0820Z,10.7,5-4-1,48.66,David Delgado,defensa,DEF,,absent,ok,1,602324,0.967,0,4.143,1.114,Espanyol,0,0,0.868,attack_defense,,16767,2.704,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Damian Canedo,defensa,DEF,,absent,ok,1,602257,0.589,0,2.900,0.968,Real Betis,1,0,0.608,attack_defense,,16797,1.804,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Marc Jurado,defensa,DEF,,absent,ok,1,602292,0.953,0,4.143,1.097,Real Sociedad,1,0,0.868,attack_defense,,16798,2.690,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Pablo Meixus,defensa,DEF,,absent,ok,1,485372,0.966,0,4.143,1.112,Racing Santander,1,0,0.868,value,,16801,2.703,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Andres Antañon,mediocampista,MED,0,read,injured,0,557302,0.000,0,3.571,1.112,Racing Santander,1,1,0.000,value,,16802,3.081,2.7
2026-09-18T0820Z,10.7,5-4-1,48.66,Hugo Burcio,mediocampista,MED,30,read,ok,0,574046,0.736,0,3.576,1.112,Racing Santander,1,0,0.661,value,,16803,3.346,1.2
2026-09-18T0820Z,10.7,5-4-1,48.66,Ferran Gomez,mediocampista,MED,,absent,ok,1,602248,1.106,0,4.118,1.281,Elche,1,0,0.863,attack_defense,,16809,2.832,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Selton Sanchez,mediocampista,MED,,absent,ok,0,602257,0.677,0,3.196,1.011,Alaves,1,0,0.670,attack_defense,,16810,2.017,7.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Asier Hierro,delantero,DEL,,absent,ok,0,602257,0.867,0,4.092,1.011,Alaves,1,0,0.858,attack_defense,,16818,2.583,1.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Bil Nsongo,delantero,DEL,50,read,ok,1,7661734,2.052,0,3.891,0.967,Real Betis,1,4,2.121,attack_defense,,16863,6.806,3.6
2026-09-18T0820Z,10.7,5-4-1,48.66,Ibai Aguirre,mediocampista,MED,,absent,ok,0,602257,0.791,0,3.772,1.000,,,0,0.791,none,,16867,2.372,1.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Angel Arcos,mediocampista,MED,,absent,ok,1,602257,0.960,0,4.118,1.112,Racing Santander,1,0,0.863,value,,16873,2.687,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Joel Fontanet,defensa,DEF,,absent,ok,1,581987,0.953,0,4.143,1.097,Real Sociedad,1,0,0.868,attack_defense,,16874,2.690,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Jorge Montes,defensa,DEF,,absent,ok,0,602319,1.011,0,4.238,1.139,Malaga,1,0,0.888,value,,16917,2.788,1.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Izei Hernandez,mediocampista,MED,,absent,ok,1,582010,0.678,0,4.118,0.785,Athletic Club,0,0,0.863,attack_defense,,16920,2.405,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Gorka Carrera,delantero,DEL,,absent,ok,0,524026,0.690,0,3.348,0.983,Valencia,0,0,0.702,attack_defense,,16922,2.093,3.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Huseini Nakoha,defensa,DEF,,absent,ok,1,501874,0.619,0,4.143,0.713,Villarreal,0,0,0.868,attack_defense,,16924,2.356,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Xanet Olaiz,defensa,DEF,10,read,ok,1,472450,0.263,0,4.327,0.923,Athletic Club,0,0,0.285,attack_defense,,16931,3.380,0.1
2026-09-18T0820Z,10.7,5-4-1,48.66,Pablo Roson,mediocampista,MED,,absent,ok,1,602249,0.895,0,4.118,1.036,Villarreal,0,0,0.863,attack_defense,,16933,2.621,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Carlos Macia,mediocampista,MED,20,read,ok,0,620105,0.743,0,3.868,1.268,Levante,1,1,0.586,attack_defense,,16938,3.751,5.5
2026-09-18T0820Z,10.7,5-4-1,48.66,Aleksa Puric,defensa,DEF,,absent,ok,0,434872,0.494,0,3.614,0.652,Real Madrid,1,0,0.758,attack_defense,,16940,2.009,2.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Jorge Cestero,mediocampista,MED,,absent,ok,0,489337,0.540,0,3.495,0.737,Atletico Madrid,0,0,0.733,attack_defense,,16948,2.005,2.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Iker Muñoz,defensa,DEF,,absent,ok,0,470971,0.784,0,3.349,0.550,Barcelona,1,4,1.424,attack_defense,,16975,5.184,23.3
2026-09-18T0820Z,10.7,5-4-1,48.66,Noe Carrillo,mediocampista,MED,0,read,doubt,1,702633,0.000,0,2.883,0.967,Real Betis,1,0,0.000,attack_defense,,16976,0.000,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Unai Santos,defensa,DEF,30,read,ok,1,492148,1.266,0,3.571,1.355,Rayo Vallecano,1,1,0.934,attack_defense,,16982,4.519,1.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Thiago Fernandez,mediocampista,MED,70,read,ok,0,2207012,2.885,0,4.130,1.036,Villarreal,0,2,2.784,attack_defense,,17116,7.985,18.5
2026-09-18T0820Z,10.7,5-4-1,48.66,Joselillo Gaitan,mediocampista,MED,,absent,ok,1,602292,1.095,0,4.118,1.268,Levante,1,0,0.863,attack_defense,,17119,2.821,0.0
2026-09-18T0820Z,10.7,5-4-1,48.66,Julio Diaz,defensa,DEF,30,read,ok,0,434577,0.628,0,4.781,0.550,Barcelona,1,1,1.142,attack_defense,,17129,4.634,4.9
